attempt_id,user_id,quiz_id,max_nav_similarity_zscore,mean_nav_similarity_zscore,median_step_duration,nav_revisits_count,quick_actions_count,std_nav_similarity_zscore,std_step_duration,sumgrades,is_cheater,cheating_group_id
22,6,2,4.059673066202673,3.0456496662261814,-2.265017586540769,1.3168454979452333,4.385967631504098,1.7095838646453672,-2.5723300047905595,-1.36109166732378,1,group_high_severity_2
23,6,3,3.095359720944291,2.3973079170141776,-2.265017586540769,0.867026369697502,4.385967631504098,1.8300931581846738,-2.59119669548263,-2.442472576313376,1,group_high_severity_2
24,6,4,3.777135693163197,0.5028084141861444,-2.265017586540769,-0.48243101504569164,2.3942320940187933,2.922577188451511,-2.5495143133139906,-2.3845414561889333,1,group_high_severity_2
25,7,1,3.6508153999126685,0.32982788573399535,-2.0438289629492146,-0.48243101504569164,1.0664084023619234,2.968381144942738,-2.6042477917584295,-2.674197056811147,1,group_high_severity_2
26,7,2,3.2193200016839287,2.2002226808690444,-2.265017586540769,2.216483754440696,4.385967631504098,0.8153746419134382,-2.4634693491383084,-0.8590219595786105,1,group_high_severity_2
27,7,3,5.327679725477964,1.9077905999171103,-2.006964192350622,0.867026369697502,1.0664084023619234,3.992308334747036,-2.687722696484162,-1.631436894571179,1,group_high_severity_2
28,7,4,4.096732613140994,-0.4720705808660134,-1.9700994217520296,-0.03261188679796042,0.4024965565334886,4.005268981364322,-2.548349001043805,0.47339380328357034,1,group_high_severity_2
29,8,1,1.9740999287405985,-0.316170732574936,-2.1175585041463996,0.41720724144977084,1.7303202481903583,0.7725554032965875,-2.5118138369530287,-0.6272974790808398,1,group_high_severity_2
30,8,2,4.059673066202673,2.6182473760430467,-2.1175585041463996,3.1161220109361585,3.722055785675663,1.1985933630996943,-2.5157085373104113,-1.457643534197851,1,group_high_severity_2
31,8,3,5.327679725477964,1.9097377863644345,-2.265017586540769,0.41720724144977084,1.7303202481903583,3.600633109496987,-2.619482468111463,-0.9748841998274957,1,group_high_severity_2
32,8,4,3.2577906981992775,-0.2354770180678205,-2.338747127737954,0.867026369697502,4.385967631504098,2.106322554963369,-2.57520980596842,-1.3804020406985944,1,group_high_severity_2
33,9,1,1.1997132653478748,-0.4647156493105744,-0.6429676802027007,0.41720724144977084,-0.26141528929494623,0.14520531854639626,-1.2900404052881727,-1.4190227874482229,1,group_medium_severity_1
34,9,2,-0.04124988864879571,0.48352209703186344,-1.6014517157661048,-1.3820692715411542,1.0664084023619234,0.8765967677920946,-1.2703395279302738,-1.6507472679459931,1,group_medium_severity_1
35,9,3,0.21232295395545833,1.3737166710705726,-1.0853449273858102,-0.03261188679796042,2.3942320940187933,-0.26344140497116253,-0.9258220592326983,-0.22177963820974164,1,group_medium_severity_1
36,9,4,0.20404212781142905,0.3949233916313997,-1.6751812569632898,-0.03261188679796042,-0.925327135123381,0.29638124628641876,-1.3797007188532495,-0.5307456122067686,1,group_medium_severity_1
37,10,1,1.1997132653478748,0.055287812285734254,-0.974750615590033,0.41720724144977084,0.4024965565334886,2.3783539963962927,-1.4854694741689354,-2.4617829496881902,1,group_medium_severity_1
38,10,2,-0.42220994456395977,-0.7960944644563082,-1.933234651153437,-0.48243101504569164,0.4024965565334886,-0.7837407852518422,-1.1754388869071064,-1.2259190537000806,1,group_medium_severity_1
39,10,3,-0.3118655491334199,0.10318084602216725,-0.901021074392848,-0.03261188679796042,-0.925327135123381,0.3381546156023751,-1.5020019354077827,-0.22177963820974164,1,group_medium_severity_1
40,10,4,0.16095572822923745,0.15038546031474098,-1.3433983215759575,-1.3820692715411542,0.4024965565334886,0.5490723461905852,-1.293695625620272,-0.7817804660793536,1,group_medium_severity_1
41,11,1,0.003419385348081439,-1.0836742563193842,-1.1590744685829952,-0.03261188679796042,0.4024965565334886,0.8636733289316801,-1.3990695956791526,-1.0328153199519385,1,group_medium_severity_1
42,11,2,-0.08206703749684946,0.3002755575761829,-1.38026309217455,0.867026369697502,-0.26141528929494623,-0.5646028946504131,-1.2012318683333534,-1.612126521196365,1,group_medium_severity_1
43,11,3,0.19290856495216685,-2.1155768873489014,-0.9378858449914405,-0.48243101504569164,1.0664084023619234,0.3113238573282025,-1.0326175987953297,-0.9362634530778674,1,group_medium_severity_1
44,11,4,0.6995357230066357,1.0165478510157047,-1.7120460275618823,0.867026369697502,1.7303202481903583,0.7863244686792704,-1.283299094173358,-0.22177963820974164,1,group_medium_severity_1
45,12,1,1.0262506527479036,-1.5729457148503905,-1.306533550977365,-0.48243101504569164,1.0664084023619234,1.5278670955231002,-1.4172243713298773,-1.612126521196365,1,group_medium_severity_1
46,12,2,-0.42220994456395977,-0.6548047991733118,-1.52772217456892,-0.48243101504569164,0.4024965565334886,0.21417890384615187,-1.2945778250435347,-0.7431597193297252,1,group_medium_severity_1
47,12,3,-0.3118655491334199,0.47480184492936717,-0.9378858449914405,-1.8318883997888853,-0.26141528929494623,-0.19049088053052954,-1.2564206201422754,-0.7238493459549108,1,group_medium_severity_1
48,12,4,0.16095572822923745,-0.156365452016822,-1.1590744685829952,0.867026369697502,0.4024965565334886,0.01670920568292156,-1.077074524809203,-1.5155746543222939,1,group_medium_severity_1
49,13,1,0.003419385348081439,-0.6083446870895791,-0.6429676802027007,0.867026369697502,1.0664084023619234,1.0198928431476841,-1.2934275619509148,-2.075575482191906,1,group_medium_severity_1
50,13,2,-0.08206703749684946,0.4089657610594632,-1.52772217456892,0.867026369697502,-0.26141528929494623,-0.6313391699184615,-1.4059197777782702,-1.8245406283193213,1,group_medium_severity_1
51,13,3,-0.5739598006778599,0.17791553067307594,-0.7904267625970706,0.41720724144977084,-0.925327135123381,-0.5861787909298172,-1.2799902705165553,-0.6079871057060259,1,group_medium_severity_1
52,13,4,0.6995357230066357,-0.22425315776049828,-1.0853449273858102,-0.03261188679796042,0.4024965565334886,1.1413015419934986,-1.274093763355091,-0.47281449208232657,1,group_medium_severity_1
53,14,1,-0.445190819651842,-0.12955704832323015,-1.453992633371735,1.7666646261929646,1.0664084023619234,0.03329549214829159,-1.1109447916713113,-1.1872983069504524,1,group_medium_severity_1
54,14,2,-0.42220994456395977,-0.9464986918641598,-0.7904267625970706,-0.48243101504569164,0.4024965565334886,0.8650432239041178,-1.0208984312640468,-1.8631613750689497,1,group_medium_severity_1
55,14,3,0.21232295395545833,0.6699975504078641,-1.6014517157661048,-1.8318883997888853,-0.26141528929494623,0.6994919137418114,-1.1207323710991743,-0.9169530797030533,1,group_medium_severity_1
56,14,4,0.430245725617937,0.7698959972735036,-1.0853449273858102,-1.3820692715411542,0.4024965565334886,0.1386368858062459,-1.0821163650135168,-1.2838501738245234,1,group_medium_severity_1
57,15,1,0.003419385348081439,-1.4330405758897657,-1.4908574039703275,-0.03261188679796042,1.7303202481903583,-0.30453888610854574,-0.9520896137883653,-1.708678388070436,1,group_medium_severity_2
58,15,2,1.1016302790966954,-2.190090259603999,-1.6751812569632898,-0.48243101504569164,-0.26141528929494623,3.4448108479271062,-1.6611570915651,-1.6507472679459931,1,group_medium_severity_2
59,15,3,0.9271254581675656,1.7680677704968744,-1.38026309217455,-0.9322501432934229,0.4024965565334886,0.5829986465522871,-1.2084468317749844,-1.0714360667015668,1,group_medium_severity_2
60,15,4,1.2029909355159425,1.1147600368213015,-0.7166972213998857,-0.48243101504569164,-0.26141528929494623,0.8471457750508227,-1.3355902968664757,-0.6272974790808398,1,group_medium_severity_2
61,16,1,1.7978602053477708,0.6663131529741366,-1.1959392391815877,0.41720724144977084,1.0664084023619234,0.24672508189229372,-1.393370386974861,-0.028675904461599507,1,group_medium_severity_2
62,16,2,2.1419442779419504,-1.0877969584003095,-1.2328040097801802,-0.48243101504569164,-0.26141528929494623,1.6430762553363814,-1.4743739955457038,-1.9017821218185782,1,group_medium_severity_2
63,16,3,-0.05947849209062617,-0.5813833564453431,-1.1222096979844027,1.3168454979452333,-0.26141528929494623,1.0657181239817493,-1.2686463683373903,-1.534885027697108,1,group_medium_severity_2
64,16,4,1.6281219208987017,1.532669470360446,-1.859505109956252,-0.48243101504569164,1.7303202481903583,1.458490808292372,-1.029645166531379,0.7051182837813408,1,group_medium_severity_2
65,17,1,1.7978602053477708,2.1084583292515386,-0.8641563037942556,-1.3820692715411542,-0.26141528929494623,1.23734531192458,-1.2183430564928672,0.02925521566284327,1,group_medium_severity_2
66,17,2,2.1419442779419504,-0.9662238463210667,-0.7904267625970706,-0.48243101504569164,1.7303202481903583,2.040718060692286,-1.3361735155683567,-1.9017821218185782,1,group_medium_severity_2
67,17,3,0.19290856495216685,0.4351265933168779,-1.1590744685829952,0.867026369697502,-0.26141528929494623,0.5896575011054589,-1.408541885280279,-0.704538972580097,1,group_medium_severity_2
68,17,4,0.9207382208616388,0.13115561770559658,-1.6383164863646973,0.41720724144977084,1.0664084023619234,1.0898387443275914,-1.5063701711097615,-1.1679879335756378,1,group_medium_severity_2
69,18,1,-0.445190819651842,-1.9502429350612953,-1.1959392391815877,-0.48243101504569164,0.4024965565334886,0.40504615260407656,-1.3385981464098027,-1.7472991348200642,1,group_medium_severity_2
70,18,2,-0.08206703749684946,0.37823342861220555,-1.453992633371735,0.867026369697502,0.4024965565334886,-0.33977852001880404,-1.2790872789049528,-1.3031605471993375,1,group_medium_severity_2
71,18,3,-0.027930109960277606,1.0099575695071574,-1.453992633371735,-0.48243101504569164,-0.26141528929494623,0.03684594093506133,-1.7112073891191586,-0.14453814471048437,1,group_medium_severity_2
72,18,4,1.6281219208987017,0.7735175987565164,-1.52772217456892,0.867026369697502,1.0664084023619234,0.5668163334580092,-1.3655700757786176,-2.770748923685218,1,group_medium_severity_2
73,19,1,0.9006397953479254,1.3384438176740332,-1.4908574039703275,0.41720724144977084,1.7303202481903583,-0.25201457782330894,-1.178624386379026,-2.075575482191906,1,group_medium_severity_2
74,19,2,1.4093287857974042,-0.5754319582387452,-0.7904267625970706,-0.03261188679796042,0.4024965565334886,0.99623424414055,-1.3178143060848668,-1.959713241943021,1,group_medium_severity_2
75,19,3,0.23329049407901356,-1.3149231909323515,-1.0853449273858102,-0.9322501432934229,-0.26141528929494623,0.625933413121954,-1.2684641519017166,-1.457643534197851,1,group_medium_severity_2
76,19,4,0.9688257203953352,1.6199775384500148,-0.974750615590033,0.867026369697502,-0.26141528929494623,-0.09198606120065467,-1.343546187669857,-1.5735057744467367,1,group_medium_severity_2
77,20,1,-0.445190819651842,0.5841035624891161,-0.6429676802027007,-0.9322501432934229,-0.925327135123381,0.8667250233276375,-1.6801368036487097,-2.2107480958156054,1,group_medium_severity_2
78,20,2,1.1016302790966954,-0.768387331086837,-0.7166972213998857,-0.48243101504569164,-0.26141528929494623,2.0345200872642146,-1.3338121313084776,-1.0135049465771244,1,group_medium_severity_2
79,20,3,0.9271254581675656,-0.32700200964647547,-1.38026309217455,-1.8318883997888853,1.0664084023619234,0.6943557298693089,-1.4609642450001281,-0.8783323329534246,1,group_medium_severity_2
80,20,4,0.9207382208616388,0.7919103730957779,-1.2328040097801802,-0.03261188679796042,0.4024965565334886,-0.06243782715148671,-1.2677068138154064,-0.8590219595786105,1,group_medium_severity_2
81,21,1,3.3679959228475,-0.18780750986110817,-0.348049515413961,-0.48243101504569164,-0.26141528929494623,2.9063335698926545,-0.8729451924276246,-0.4148833719578838,1,group_medium_severity_3
82,21,2,1.3094266732322386,0.5236668467452484,-0.901021074392848,1.3168454979452333,1.7303202481903583,0.7722462862560739,-1.1222779387445836,-1.3997124140734085,1,group_medium_severity_3
83,21,3,-0.3118655491334199,0.11364936496474955,-1.2328040097801802,-0.9322501432934229,0.4024965565334886,0.12403952611983046,-1.2220030353917581,-2.770748923685218,1,group_medium_severity_3
84,21,4,0.9688257203953352,0.005760725021129098,-0.7904267625970706,0.867026369697502,-0.26141528929494623,0.525995059189849,-1.2504896144969369,-2.635576310061518,1,group_medium_severity_3
85,22,1,0.3324002023480248,-2.8282741575811317,-0.9378858449914405,0.867026369697502,0.4024965565334886,0.2553083363305666,-1.4466900103918392,-1.3031605471993375,1,group_medium_severity_3
86,22,2,1.87668694457927,0.7635448731646676,-1.306533550977365,1.3168454979452333,0.4024965565334886,2.4040429029518333,-1.4582899196221695,-1.3997124140734085,1,group_medium_severity_3
87,22,3,-0.3118655491334199,-0.26038428384767337,-1.5645869451675123,-0.48243101504569164,0.4024965565334886,0.1545948758419072,-1.347554019006859,-2.1914377224407913,1,group_medium_severity_3
88,22,4,1.7430344628878447,1.7721853418442755,-1.306533550977365,-0.03261188679796042,0.4024965565334886,1.0253883211151105,-1.4264569012341024,-1.534885027697108,1,group_medium_severity_3
89,23,1,0.8661313180402399,0.22069097897025636,-1.2696687803787727,-0.48243101504569164,1.0664084023619234,0.5127255279932922,-1.2290304921792075,-0.9169530797030533,1,group_medium_severity_3
90,23,2,1.2198592619669184,-0.01679782381872733,-1.0116153861886255,1.7666646261929646,1.0664084023619234,1.4432837952778037,-1.488587536449072,-2.268679215940048,1,group_medium_severity_3
91,23,3,0.19290856495216685,0.1871036210753387,-1.8226403393576596,-0.03261188679796042,-0.26141528929494623,0.7759229232236518,-1.3804007162559093,-1.805230254944507,1,group_medium_severity_3
92,23,4,0.8341807217009851,-0.2563642080952737,-0.7166972213998857,-0.9322501432934229,1.0664084023619234,1.327132055851649,-1.1194823238503377,-0.20246926483492717,1,group_medium_severity_3
93,24,1,1.5094679307049632,-0.006341377111822459,-1.306533550977365,0.41720724144977084,0.4024965565334886,2.3742892807242475,-1.4776936257447824,-1.7666095081948787,1,group_medium_severity_3
94,24,2,1.1139193131584744,0.8602954549991682,-1.306533550977365,1.3168454979452333,1.0664084023619234,0.4572485197818091,-1.1395921060926548,-2.1141962289415344,1,group_medium_severity_3
95,24,3,0.19290856495216685,-0.023948164236726948,-1.6383164863646973,1.3168454979452333,1.7303202481903583,-0.2747020155749767,-1.260181316467281,-1.72798876144525,1,group_medium_severity_3
96,24,4,-0.6199852641979907,-0.9246292920489726,-1.6383164863646973,-0.48243101504569164,-0.26141528929494623,0.15059038113871476,-1.4255789235384526,-1.708678388070436,1,group_medium_severity_3
97,25,1,1.7417839297227808,-0.3024083532227949,-0.5692381390055158,-0.48243101504569164,1.7303202481903583,2.043271290869335,-0.8873195914099754,-2.8479904171844748,1,group_medium_severity_3
98,25,2,1.87668694457927,0.2379184154188723,-1.4171278627731425,1.3168454979452333,0.4024965565334886,1.0657406361824149,-1.5693807577913552,-2.0369547354422775,1,group_medium_severity_3
99,25,3,-0.564252606176213,-1.2005795012665457,-1.4171278627731425,-0.03261188679796042,3.058143939847228,-0.38435886879200787,-1.4716498507691635,-2.442472576313376,1,group_medium_severity_3
100,25,4,1.7430344628878447,-0.6452222905932817,-0.974750615590033,-0.9322501432934229,1.0664084023619234,2.718011383139499,-1.0880534890070706,-0.9169530797030533,1,group_medium_severity_3
101,26,1,3.3679959228475,-0.48211931158724963,-1.0853449273858102,0.867026369697502,-0.925327135123381,2.1464144169397112,-1.5434001331190876,-2.4231622029385615,1,group_medium_severity_3
102,26,2,1.2785045907715928,-0.4642010581632335,-1.6014517157661048,0.867026369697502,0.4024965565334886,2.5525080005136034,-1.317707393374305,-0.5693663589563976,1,group_medium_severity_3
103,26,3,0.19290856495216685,-0.26515093707647674,-1.8226403393576596,-0.03261188679796042,1.7303202481903583,0.8839906308178108,-1.4410000111466,-2.2107480958156054,1,group_medium_severity_3
104,26,4,0.16095572822923745,-0.5537427941534487,-1.1590744685829952,0.41720724144977084,0.4024965565334886,0.5314438208151903,-1.2137239026908304,-2.4038518295637474,1,group_medium_severity_3
105,27,1,-0.10125632915190165,0.015977520288566173,1.0528117673325528,1.3168454979452333,-0.925327135123381,0.09124943139482088,0.5382146170858906,-2.1335066023163485,1,group_low_severity_1
106,27,2,0.6360124329781621,-0.2233251420044599,0.8316231437409979,-0.03261188679796042,-0.925327135123381,1.5246159085071445,0.49491742075251893,-2.2107480958156054,1,group_low_severity_1
107,27,3,-0.0021177973081737537,0.16053798700866934,1.2740003909241076,-0.9322501432934229,-0.26141528929494623,-0.039034228078328494,1.3254768309306444,-0.8976427063282392,1,group_low_severity_1
108,27,4,0.6138525420193224,-0.5807382321075313,-0.8641563037942556,-0.9322501432934229,1.7303202481903583,0.5692627367741884,1.0988605158961744,-2.3845414561889333,1,group_low_severity_1
109,28,1,0.6576426009729675,-0.6329078143609786,-0.20059043301959112,-0.48243101504569164,-0.925327135123381,0.6774405046847716,0.14267060881367216,-1.9017821218185782,1,group_low_severity_1
110,28,2,1.421145164702962,-1.13456171989228,0.16805727296633352,1.7666646261929646,1.7303202481903583,0.2099261678479706,0.7813086473487507,0.6085664169072696,1,group_low_severity_1
111,28,3,0.2560053292128655,1.3575346514244127,-0.42177905661114595,-1.3820692715411542,-0.26141528929494623,0.4717324274800352,0.8680186607799486,-1.0328153199519385,1,group_low_severity_1
112,28,4,0.6138525420193224,0.39117138081788677,0.757893602543813,-0.9322501432934229,-0.925327135123381,1.2845925939076488,0.36712931108679214,-1.2259190537000806,1,group_low_severity_1
113,29,1,0.003419385348081439,0.9594914868442795,0.8316231437409979,2.216483754440696,0.4024965565334886,0.5005529594950977,0.5444195148935296,-1.1679879335756378,1,group_low_severity_1
114,29,2,0.1922417585250145,0.1377769659950041,0.16805727296633352,1.3168454979452333,-0.925327135123381,-0.4784822481251086,0.22676433361426054,-1.5155746543222939,1,group_low_severity_1
115,29,3,-0.3118655491334199,0.6877049003174694,1.3477299321212926,0.867026369697502,-0.26141528929494623,-1.3993233317344256,0.7988932705374816,0.14511745591172884,1,group_low_severity_1
116,29,4,0.430245725617937,-1.6986858046579945,0.46297543775507327,-0.03261188679796042,-0.26141528929494623,0.7278200817621556,0.9350310757538198,0.04856558903765776,1,group_low_severity_1
117,30,1,0.6576426009729675,-0.06637237072067544,0.3523811259592959,-0.48243101504569164,-0.26141528929494623,1.5522808047104624,0.8952045912758274,-1.3031605471993375,1,group_low_severity_1
118,30,2,0.2832716404641212,-0.7338998196536544,0.46297543775507327,0.41720724144977084,-0.925327135123381,1.7593991179024697,0.45439036595968857,-1.36109166732378,1,group_low_severity_1
119,30,3,0.2560053292128655,1.0338023419661757,0.3892458965578883,-0.03261188679796042,-0.26141528929494623,0.04264046496287859,0.16296677125278233,-1.7859198815696928,1,group_low_severity_1
120,30,4,0.8868678951031221,0.7126251785198938,0.46297543775507327,-1.3820692715411542,-0.26141528929494623,0.9426493479085962,0.569029135212899,-1.2452294270748947,1,group_low_severity_1
121,31,1,-0.6349874448441167,0.11678802048827938,0.3892458965578883,0.41720724144977084,-0.26141528929494623,-0.22679258428182478,0.6260630535401632,-0.8397115862037964,1,group_low_severity_1
122,31,2,-0.42220994456395977,-1.8837255640538886,-0.348049515413961,-0.03261188679796042,-0.26141528929494623,0.3148826075956542,0.41168059430486176,-1.805230254944507,1,group_low_severity_1
123,31,3,-0.3118655491334199,-0.4696669718198753,0.9053526849381829,0.867026369697502,-0.925327135123381,-0.35119434496400437,0.0664696973301691,-0.7624700927045398,1,group_low_severity_1
124,31,4,-0.3776242665481607,0.3781357305651654,-0.27431997421677606,-0.03261188679796042,1.0664084023619234,-0.180710478048039,0.909602359744456,-0.49212486545714035,1,group_low_severity_1
125,32,1,-0.445190819651842,1.1085413832003235,0.6104345201494431,0.867026369697502,-0.26141528929494623,-0.5124522499964221,0.43232024049742573,-0.8590219595786105,1,group_low_severity_1
126,32,2,1.421145164702962,1.349233364721993,1.0528117673325528,1.7666646261929646,-0.925327135123381,-0.36446555283735815,-0.2900724626765993,-1.438333160823037,1,group_low_severity_1
127,32,3,-0.564252606176213,-2.56354360852525,-0.20059043301959112,-0.03261188679796042,-0.26141528929494623,0.2678756516737748,0.9712647819659523,-1.5155746543222939,1,group_low_severity_1
128,32,4,0.8868678951031221,0.4986802316010315,0.7210288319452205,-0.48243101504569164,-0.925327135123381,0.19904518098179133,0.4850913512908442,-1.8824717484437639,1,group_low_severity_1
129,33,1,-0.445190819651842,0.28595529195740993,0.8316231437409979,0.41720724144977084,-0.26141528929494623,-0.1201692480499804,0.7375815433865933,-1.438333160823037,1,group_low_severity_1
130,33,2,0.6360124329781621,-0.8747652703218395,0.6472992907480356,0.867026369697502,-0.26141528929494623,0.8502670698881309,0.39418576324326865,-1.612126521196365,1,group_low_severity_1
131,33,3,-0.5552387827104001,-0.30354547033730084,-0.16372566242099867,0.867026369697502,1.0664084023619234,-0.1313512109339766,0.6834108160317702,-0.4148833719578838,1,group_low_severity_1
132,33,4,0.5707448546903016,-0.10661169618974488,1.2002708497269226,-0.9322501432934229,-0.26141528929494623,0.681109267198622,0.15599249179423824,-0.6079871057060259,1,group_low_severity_1
133,34,1,-0.445190819651842,1.0878009495092706,-0.0162665800266288,0.867026369697502,-0.925327135123381,-0.05729923001833233,0.22125640214293207,-2.056265108817092,1,group_low_severity_1
134,34,2,-0.11498409301947317,-1.937095874142769,-0.4586438272097384,0.41720724144977084,-0.925327135123381,1.4483407026416253,0.7770803827435323,-1.5928161478215508,1,group_low_severity_1
135,34,3,-0.06849231555644068,1.2672916772384866,0.6841640613466281,1.3168454979452333,-0.26141528929494623,-0.20081440713325438,-0.21107358016641498,-0.7238493459549108,1,group_low_severity_1
136,34,4,0.430245725617937,-1.616856754441086,0.6472992907480356,0.41720724144977084,0.4024965565334886,0.9745264541921537,0.6456168163766858,-1.1679879335756378,1,group_low_severity_1
137,35,1,2.067026328347725,1.9318087784393843,-0.053131350625221264,0.41720724144977084,-0.26141528929494623,-0.024855368299576974,0.10115445300548515,-1.3031605471993375,1,group_low_severity_2
138,35,2,1.9587904049058136,1.0784242777511008,0.3155163553607034,-0.03261188679796042,0.4024965565334886,2.2701573181151544,0.47201341630605254,-0.7817804660793536,1,group_low_severity_2
139,35,3,1.2781729102361783,0.7607737162445809,0.3892458965578883,1.3168454979452333,-0.26141528929494623,1.3657390187930676,0.5661956549568365,-1.0521256933267527,1,group_low_severity_2
140,35,4,1.9594282107894778,-0.12316352830042128,1.2002708497269226,0.41720724144977084,-0.925327135123381,1.564705655115111,0.4404941228479029,-1.3031605471993375,1,group_low_severity_2
141,36,1,0.003419385348081439,0.11509452529720214,0.5367049789522582,0.867026369697502,-0.925327135123381,-0.21443507837478434,0.21721385856807449,-2.712817803560775,1,group_low_severity_2
142,36,2,2.1175237615371323,1.6031077711764576,1.4951890145156623,0.867026369697502,-0.26141528929494623,1.2662586187551788,0.6935533260625515,0.2223589494109854,1,group_low_severity_2
143,36,3,-0.10536704791658914,1.7167817705633763,0.27865158476211094,2.216483754440696,-0.26141528929494623,-0.6379028970726937,0.672343951093214,-0.4341937453326976,1,group_low_severity_2
144,36,4,1.4400832158255583,2.533202811161927,-0.7166972213998857,0.41720724144977084,0.4024965565334886,0.6792205858362492,0.7449498647589472,-3.3693704983044586,1,group_low_severity_2
145,37,1,1.0448359326693293,1.2587389561008542,0.16805727296633352,-0.9322501432934229,-0.925327135123381,1.5429558075915728,0.6972773202196774,-0.6659182258304687,1,group_low_severity_2
146,37,2,1.87668694457927,2.927655696872188,0.757893602543813,0.867026369697502,-0.26141528929494623,0.5034747233965468,-0.4562458907027775,-1.6700576413208077,1,group_low_severity_2
147,37,3,0.9271254581675656,-0.39065403780038777,1.3477299321212926,1.7666646261929646,0.4024965565334886,0.31113584686583196,0.9085844929455045,-1.5928161478215508,1,group_low_severity_2
148,37,4,0.3040160393419839,1.1847642926118649,-1.0853449273858102,2.216483754440696,1.0664084023619234,-0.3550742123009485,1.2161696575069747,-0.9362634530778674,1,group_low_severity_2
149,38,1,0.45202959034800344,2.251374432854803,0.3892458965578883,1.3168454979452333,1.0664084023619234,-1.2287599422616509,0.32510739511625697,-1.2452294270748947,1,group_low_severity_2
150,38,2,1.9587904049058136,0.8767160192625654,0.5367049789522582,0.867026369697502,-0.26141528929494623,2.5407378375278267,0.39471808720768076,-1.5735057744467367,1,group_low_severity_2
