attempt_id,user_id,quiz_id,cheating_probability,high_confidence_cheater,medium_confidence_cheater,low_confidence_cheater
3129,1727,78,0.8071276083029425,1,1,1
3135,1669,78,0.8299858649025367,1,1,1
3231,892,84,0.8586874720274933,1,1,1
3379,871,91,0.8155061485389274,1,1,1
3382,458,87,0.8146860813045713,1,1,1
3675,1289,98,0.8722659361689291,1,1,1
3767,642,92,0.8466057083759011,1,1,1
3850,490,92,0.8155061485389274,1,1,1
3853,972,101,0.815747914665095,1,1,1
3894,894,103,0.8155061485389274,1,1,1
4308,2249,105,0.8155061485389274,1,1,1
4323,644,107,0.9159836430308117,1,1,1
4435,1626,109,0.8155061485389274,1,1,1
4625,2935,111,0.8413845374206107,1,1,1
4628,2936,111,0.8084798957923454,1,1,1
4629,2949,111,0.830531107983927,1,1,1
4633,2959,111,0.8288845374206107,1,1,1
4786,1965,113,0.8447294202485403,1,1,1
4788,1252,114,0.8726722084473393,1,1,1
4797,644,118,0.8539856591278475,1,1,1
5072,1152,120,0.9418740224806501,1,1,1
5115,1975,120,0.8153583295693382,1,1,1
5308,1778,123,0.8155061485389091,1,1,1
5512,2486,131,0.8155061485389274,1,1,1
5536,2952,133,0.8097264852145714,1,1,1
5605,2959,133,0.8338845374206107,1,1,1
5615,2950,133,0.8330311079839271,1,1,1
5625,1289,136,0.8915212332794346,1,1,1
5788,575,138,0.8122890591530572,1,1,1
5789,445,138,0.8208476221238749,1,1,1
5945,909,138,0.8244338663051797,1,1,1
5958,182,84,0.8576616914501879,1,1,1
6060,2934,111,0.8320593859771293,1,1,1
6072,1602,142,0.9737265873692974,1,1,1
6089,3333,143,0.9278165634660792,1,1,1
6090,3331,143,0.8153057774077829,1,1,1
6091,3345,143,0.823427668735153,1,1,1
6092,3335,143,0.8986918435048117,1,1,1
6093,3329,143,0.8107073714355033,1,1,1
6100,3322,143,0.8722330496045176,1,1,1
6107,3314,143,0.8058162099311698,1,1,1
6108,3324,143,0.953713503953125,1,1,1
6110,3314,143,0.9734982484282972,1,1,1
6111,3351,143,0.8271484904814569,1,1,1
6112,3353,143,0.8023624237397712,1,1,1
6128,3341,143,0.9485550472377265,1,1,1
6132,3355,143,0.9135189690425468,1,1,1
6133,3377,143,0.9516389611503888,1,1,1
6138,3327,143,0.9745159197294015,1,1,1
6139,3355,143,0.955206927618614,1,1,1
6142,3343,143,0.8642666518541542,1,1,1
6143,3355,143,0.9614854738660376,1,1,1
6148,3356,143,0.9614397505250681,1,1,1
6150,3321,143,0.9771647051620722,1,1,1
6154,3298,143,0.8155061485389274,1,1,1
6156,3356,143,0.846106530445355,1,1,1
6158,3356,143,0.8309850908050218,1,1,1
6160,3370,143,0.8637517374685594,1,1,1
6161,578,110,0.8155061485389274,1,1,1
6886,1590,165,0.8103876746053199,1,1,1
6891,2134,165,0.8587933428467529,1,1,1
6924,1986,173,0.8155061485389274,1,1,1
7182,1606,160,0.8188968454805088,1,1,1
7184,760,160,0.8452547843458735,1,1,1
7188,1671,160,0.8650046144498785,1,1,1
7190,1875,160,0.8542484899803756,1,1,1
7191,1799,160,0.8416332430276874,1,1,1
7357,366,150,0.8189855642199984,1,1,1
7383,1509,180,0.8180651822406495,1,1,1
7534,335,165,0.9712992669793302,1,1,1
8089,1542,183,0.8155061485389274,1,1,1
8102,1642,183,0.8155061485389274,1,1,1
8114,2035,183,0.8155061485389274,1,1,1
8115,902,183,0.8155061485389274,1,1,1
8151,1667,183,0.8155061485389274,1,1,1
8154,1973,183,0.9173323301810321,1,1,1
8157,1744,183,0.8155061485389274,1,1,1
8159,2159,183,0.8988195227046972,1,1,1
8170,1712,183,0.8814318201507984,1,1,1
8174,1788,183,0.8922515832448785,1,1,1
8178,1863,183,0.8578713637189332,1,1,1
8183,1852,183,0.9090366167353932,1,1,1
8189,1847,183,0.8745808066104438,1,1,1
8208,1975,183,0.882339329298608,1,1,1
8213,1975,183,0.9100350451135785,1,1,1
8225,1869,183,0.9251065951124964,1,1,1
8236,808,183,0.8639379995882656,1,1,1
8246,806,183,0.8155061485389274,1,1,1
8254,742,183,0.9251130308447212,1,1,1
8283,905,183,0.8326146694936442,1,1,1
8286,905,183,0.8351146670201821,1,1,1
8293,2023,183,0.8511966967585674,1,1,1
8297,1709,183,0.8731985928350896,1,1,1
8303,1637,183,0.9191622772204664,1,1,1
8306,1849,183,0.8992732060724788,1,1,1
8348,1816,183,0.8388952292800986,1,1,1
8357,2102,183,0.8181901246478093,1,1,1
8380,1845,183,0.9206632707584728,1,1,1
8388,1042,183,0.8204139436590456,1,1,1
8393,777,183,0.8831819260631474,1,1,1
8414,1803,183,0.8155061485389274,1,1,1
8420,1953,183,0.8887857636802841,1,1,1
8430,1663,183,0.8155061485389274,1,1,1
8440,1659,183,0.8155061485389274,1,1,1
8451,688,165,0.8438845374206108,1,1,1
8456,2228,165,0.8058929426287434,1,1,1
8460,180,165,0.8403194672287527,1,1,1
8464,1506,165,0.896478314644755,1,1,1
8466,793,165,0.9757205272806531,1,1,1
8467,1459,165,0.972354141389817,1,1,1
8471,1403,165,0.8001444571553021,1,1,1
8473,650,165,0.8623040326053274,1,1,1
8479,698,165,0.8936549259368087,1,1,1
8483,1891,165,0.8504226408689484,1,1,1
8485,1075,165,0.941695323200584,1,1,1
8488,1607,165,0.8313845374200419,1,1,1
8489,944,165,0.8413845374206107,1,1,1
8754,626,188,0.8180061485389274,1,1,1
9323,808,191,0.9207985648937881,1,1,1
9341,1570,191,0.9314997709494662,1,1,1
9343,1403,191,0.8559750401740556,1,1,1
9345,1761,191,0.8281975229749652,1,1,1
9352,749,191,0.8276423533270929,1,1,1
9358,1761,191,0.8078994076596613,1,1,1
9363,538,191,0.846061975389647,1,1,1
9367,975,191,0.891195943746169,1,1,1
9369,2228,191,0.8177475624119726,1,1,1
9375,692,191,0.8978740217750764,1,1,1
9380,784,191,0.8900159274860705,1,1,1
9402,601,191,0.9279896980329083,1,1,1
9407,1630,191,0.9190582388269372,1,1,1
9410,661,191,0.8884716316501752,1,1,1
9411,661,191,0.879152130802442,1,1,1
9415,620,191,0.8780575792962353,1,1,1
9419,1513,191,0.8544037558972941,1,1,1
9423,743,191,0.8137406570034154,1,1,1
9428,1004,191,0.8798343295184946,1,1,1
9700,914,195,0.8155061485389274,1,1,1
9703,714,195,0.8857420634607851,1,1,1
9705,717,195,0.8521675050545878,1,1,1
9710,1908,195,0.9200609441781598,1,1,1
9712,1149,195,0.8818340988749694,1,1,1
9714,875,195,0.8748641654413567,1,1,1
9715,1958,195,0.8329994133581619,1,1,1
9716,1309,195,0.8761380474554612,1,1,1
9718,713,195,0.8119080320786438,1,1,1
9719,256,195,0.8807493086309235,1,1,1
9720,678,195,0.8264414340032962,1,1,1
9722,306,195,0.9093028997297967,1,1,1
9726,1577,195,0.8315386153938941,1,1,1
9730,874,195,0.831423533762141,1,1,1
9732,693,195,0.8894593067100667,1,1,1
9733,890,195,0.9061553954987791,1,1,1
9734,327,195,0.8743244701953582,1,1,1
9737,721,195,0.8428791016292433,1,1,1
9742,1465,195,0.8180061485389274,1,1,1
9743,1958,195,0.8444482823998456,1,1,1
9744,724,195,0.8576203220785379,1,1,1
9747,1908,195,0.8465385844337334,1,1,1
9751,2004,195,0.8415385844329398,1,1,1
9753,2004,195,0.8415385844329398,1,1,1
9754,2004,195,0.8829863504711413,1,1,1
9755,2004,195,0.8292930014947455,1,1,1
9758,1698,197,0.8435242360178399,1,1,1
10118,934,199,0.8155061485389274,1,1,1
10257,1706,165,0.8495850816982677,1,1,1
10258,3593,111,0.8155061485389274,1,1,1
10616,1404,207,0.8151794537041464,1,1,1
10777,1751,207,0.8155055205522881,1,1,1
10826,3259,214,0.8135795737510413,1,1,1
10833,99,215,0.8441117239386605,1,1,1
10841,3700,214,0.8340560474999814,1,1,1
10844,1959,215,0.8155061466210869,1,1,1
10919,613,217,0.8155061485389274,1,1,1
10976,743,215,0.8020935306720515,1,1,1
11069,3215,214,0.801798031282857,1,1,1
11084,3213,214,0.8207110493853644,1,1,1
11086,3218,214,0.8193405810223868,1,1,1
11126,3714,214,0.8290135430183456,1,1,1
11166,3733,214,0.8039682428630325,1,1,1
11565,1652,223,0.8556066313394317,1,1,1
11587,2160,223,0.846355272937611,1,1,1
11588,2160,223,0.9051876962544065,1,1,1
11589,1334,223,0.8779180924483763,1,1,1
11591,3862,223,0.8978477009660654,1,1,1
11602,1652,223,0.800094101471934,1,1,1
11622,1755,223,0.8309334274610254,1,1,1
11642,1754,223,0.8594096390004887,1,1,1
11724,1066,230,0.8155061485389274,1,1,1
11930,1347,233,0.840202872643498,1,1,1
12365,19,74,0.8288287823057783,1,1,1
12385,19,75,0.8413854404742701,1,1,1
12621,859,245,0.8567419324786097,1,1,1
12935,897,258,0.8482921652026447,1,1,1
13480,3568,270,0.8801709224799674,1,1,1
13482,444,272,0.8066865974880058,1,1,1
13486,1582,275,0.9306037061483581,1,1,1
13491,3581,271,0.8572563809729519,1,1,1
13502,3573,272,0.8862465719200175,1,1,1
13564,3572,272,0.8033470747394696,1,1,1
13565,3571,271,0.8434001944380343,1,1,1
13567,3571,272,0.8824400970695974,1,1,1
13580,3563,272,0.8112735703762634,1,1,1
13581,3563,273,0.8185583036846389,1,1,1
13595,3689,271,0.8280218717629592,1,1,1
13600,3689,272,0.8334680717719762,1,1,1
13603,3605,271,0.924519115649374,1,1,1
13605,3605,272,0.8735261554421911,1,1,1
13610,3666,272,0.8107830560422078,1,1,1
13622,3716,271,0.9154570065610532,1,1,1
13623,3588,271,0.8466954273553551,1,1,1
13627,3738,271,0.8546197139608431,1,1,1
13640,3569,272,0.8346047237704459,1,1,1
13645,3720,271,0.8260011641120935,1,1,1
13646,3569,274,0.8030107112480107,1,1,1
13653,3732,271,0.8306851825981058,1,1,1
13656,3574,272,0.8266313529615719,1,1,1
13657,3732,272,0.8965921116407989,1,1,1
13662,3583,272,0.9183485280092407,1,1,1
13664,3732,274,0.8105846380939505,1,1,1
13672,3583,274,0.8015308147461617,1,1,1
13678,3576,272,0.8408127719319546,1,1,1
13679,3576,273,0.8288360148808989,1,1,1
13953,1420,284,0.8107138550015743,1,1,1
14090,459,151,0.8155061485389274,1,1,1
14455,1477,313,0.8555006794600921,1,1,1
14612,3165,308,0.8155061485389274,1,1,1
15056,2925,319,0.8155061485389274,1,1,1
15699,1772,332,0.815505899438486,1,1,1
15857,4437,334,0.9033180266024703,1,1,1
16167,1705,342,0.8053356873135045,1,1,1
16184,1743,342,0.8523633026797965,1,1,1
16186,922,342,0.8134464340646651,1,1,1
16187,1653,342,0.8008448330534786,1,1,1
16215,1808,342,0.9058438922089189,1,1,1
16217,1808,342,0.8603523501582354,1,1,1
16269,3210,344,0.8155061485389274,1,1,1
16383,3283,346,0.8155061485382024,1,1,1
16440,2030,351,0.8059692823765465,1,1,1
16617,1354,352,0.8155061485389274,1,1,1
16725,3424,353,0.9708550415805285,1,1,1
16726,3424,353,0.9576716760927931,1,1,1
16731,3599,353,0.9464566391120928,1,1,1
16732,3478,353,0.9449954079773404,1,1,1
16734,3182,353,0.9201883227609718,1,1,1
16736,3425,353,0.9613840207431761,1,1,1
16737,3425,353,0.9632268653346774,1,1,1
16738,1410,353,0.9778475638524966,1,1,1
16740,3188,353,0.97173504225373,1,1,1
16742,3630,353,0.9625592167539683,1,1,1
16743,3630,353,0.9613063292694396,1,1,1
16746,3397,353,0.8105637533965337,1,1,1
16747,3402,353,0.9751446605972137,1,1,1
16748,3402,353,0.9760119394492384,1,1,1
16749,3187,353,0.8347226094442882,1,1,1
16750,3163,353,0.8206144580367262,1,1,1
16751,3412,353,0.917024163710142,1,1,1
16753,3350,353,0.9801735279725496,1,1,1
16757,921,353,0.8082073714355034,1,1,1
16759,3582,353,0.9775624772555347,1,1,1
16760,3101,353,0.9167831585432484,1,1,1
16761,3101,353,0.9719355294097884,1,1,1
16762,3091,353,0.9521195817178613,1,1,1
16765,3252,353,0.9719306694105885,1,1,1
16766,3638,353,0.9214432871480015,1,1,1
16767,3638,353,0.9718534539847629,1,1,1
16770,3302,353,0.9702671409416832,1,1,1
16772,3462,353,0.9605492353971332,1,1,1
16773,3612,353,0.8055075471079275,1,1,1
16774,3248,353,0.9616961737867192,1,1,1
16775,3612,353,0.9629570419204346,1,1,1
16776,3212,353,0.9830460373518373,1,1,1
16777,3212,353,0.9615781542406506,1,1,1
16778,3249,353,0.9817600406941879,1,1,1
16779,1015,353,0.8617591960567696,1,1,1
16781,3165,353,0.9849135902788366,1,1,1
16782,3468,353,0.9821705185248064,1,1,1
16783,3249,353,0.9600608808069232,1,1,1
16784,3468,353,0.956104369233943,1,1,1
16786,3163,353,0.955836045916189,1,1,1
16787,3395,353,0.974940005309113,1,1,1
16788,1015,353,0.9812125325268236,1,1,1
16789,3474,353,0.8837221847980871,1,1,1
16790,3204,353,0.8213173099773197,1,1,1
16791,3632,353,0.9035008969322087,1,1,1
16793,3214,353,0.9799954424155636,1,1,1
16794,3451,353,0.9554908198290728,1,1,1
16795,3123,353,0.9790826221434064,1,1,1
16797,3275,353,0.9628798411696187,1,1,1
16798,3635,353,0.9579916613760691,1,1,1
16799,3248,353,0.9566753181482066,1,1,1
16801,3393,353,0.9758292467439225,1,1,1
16802,3632,353,0.9792204481612746,1,1,1
16808,3269,353,0.9858953833160109,1,1,1
16809,3208,353,0.9575098597743934,1,1,1
16811,3276,353,0.9723836786663795,1,1,1
16812,3208,353,0.9605287245812392,1,1,1
16813,3475,353,0.8080468245403948,1,1,1
16817,3254,353,0.9478470184960347,1,1,1
16818,3203,353,0.9643740520525358,1,1,1
16819,3130,353,0.905423190629826,1,1,1
16820,3130,353,0.986510778478225,1,1,1
16821,3155,353,0.9231218419500198,1,1,1
16822,3155,353,0.9643774458160943,1,1,1
16824,3263,353,0.9853233385117717,1,1,1
16825,3263,353,0.9633517056405103,1,1,1
16826,3681,353,0.8926223214929302,1,1,1
16827,3681,353,0.9657189307033176,1,1,1
16828,3614,353,0.9496237239797779,1,1,1
16829,3147,353,0.9793778064440667,1,1,1
16830,3147,353,0.907508980766902,1,1,1
16831,3098,353,0.9731201349887842,1,1,1
16832,3098,353,0.941033031129297,1,1,1
16834,1651,353,0.9656151965430713,1,1,1
16836,3306,353,0.9856468149838383,1,1,1
16837,3306,353,0.9656847244333915,1,1,1
16838,3184,353,0.8020220782378715,1,1,1
16840,3436,353,0.9554460156458082,1,1,1
16841,3633,353,0.9621587937582234,1,1,1
16842,3633,353,0.9563301395287087,1,1,1
16844,3417,353,0.9801846950241057,1,1,1
16845,3417,353,0.9753905104140295,1,1,1
16846,3584,353,0.8415995236726147,1,1,1
16847,3584,353,0.9757417843370005,1,1,1
16848,3296,353,0.9751399686132973,1,1,1
16851,3465,353,0.8883467183266792,1,1,1
16852,3441,353,0.9414220042618807,1,1,1
16853,3603,353,0.8168381083080982,1,1,1
16854,3210,353,0.9727038776427217,1,1,1
16855,3210,353,0.9750021158272513,1,1,1
16856,3603,353,0.9871843732899079,1,1,1
16858,3246,353,0.9659883366693838,1,1,1
16859,3452,353,0.9674124099801118,1,1,1
16860,3452,353,0.9798883102153607,1,1,1
16861,3211,353,0.9564918372722147,1,1,1
16863,3230,353,0.8097264852145714,1,1,1
16865,3379,353,0.9712766878048593,1,1,1
16866,3256,353,0.9717474782641291,1,1,1
16867,3386,353,0.9752915394927052,1,1,1
16868,3261,353,0.982622218474519,1,1,1
16869,3261,353,0.9654981205693824,1,1,1
16870,3380,353,0.9082473017003909,1,1,1
16871,3380,353,0.979277446787129,1,1,1
16873,4338,354,0.8916794453394707,1,1,1
16874,4338,354,0.9832114207180493,1,1,1
16875,4312,354,0.8163755976723914,1,1,1
16877,4312,354,0.9716348798512608,1,1,1
16880,4336,354,0.960754748978726,1,1,1
16881,4438,354,0.9731309244115705,1,1,1
16882,4438,354,0.9719211107431316,1,1,1
16883,4349,354,0.9666923396329036,1,1,1
16884,4478,354,0.9232153454084907,1,1,1
16887,4478,354,0.8439400499063507,1,1,1
16890,4339,354,0.9379639066889499,1,1,1
16891,4478,354,0.9525536030287083,1,1,1
16892,4437,354,0.9783167105525074,1,1,1
16893,4439,354,0.9680232543406745,1,1,1
16894,4437,354,0.9690225020517036,1,1,1
16895,4235,354,0.9843817519506027,1,1,1
16897,4343,354,0.966261684982179,1,1,1
16898,4353,354,0.9574412802789064,1,1,1
16899,4313,354,0.9806523291148969,1,1,1
16900,4313,354,0.9819702666104902,1,1,1
16902,3283,353,0.9230261473544688,1,1,1
16904,4474,354,0.940905482814502,1,1,1
16905,4355,354,0.9236008767395698,1,1,1
16906,4474,354,0.9176960521733111,1,1,1
16907,4355,354,0.9762754006179921,1,1,1
16908,3255,353,0.9814767093318391,1,1,1
16909,3255,353,0.8747797062475436,1,1,1
16910,4340,354,0.9589204413863117,1,1,1
16911,4340,354,0.9579940443741805,1,1,1
16912,3428,353,0.8299323676699346,1,1,1
16913,3428,353,0.9724369152113839,1,1,1
16914,4360,354,0.9812153391275247,1,1,1
16915,3180,353,0.8049037010839725,1,1,1
16917,4350,354,0.8208020756811305,1,1,1
16918,4350,354,0.9557971264617948,1,1,1
16919,4472,354,0.9085739048878981,1,1,1
16920,4472,354,0.9719942758457641,1,1,1
16921,3193,353,0.988578524609118,1,1,1
16922,3193,353,0.9761714450469391,1,1,1
16923,3228,353,0.9612895492005067,1,1,1
16924,3207,353,0.8924343069944378,1,1,1
16925,3634,353,0.9717934656152116,1,1,1
16926,3234,353,0.9091774972292823,1,1,1
16927,3301,353,0.9137050912439098,1,1,1
16928,3229,353,0.9590990722593528,1,1,1
16929,3229,353,0.9630247909425427,1,1,1
16930,3634,353,0.9539968359420288,1,1,1
16931,3229,353,0.965398608059967,1,1,1
16932,3192,353,0.9730919874347743,1,1,1
16933,4513,354,0.9799628580262654,1,1,1
16935,4513,354,0.9301764913124215,1,1,1
16936,3618,353,0.9297186849659624,1,1,1
16938,824,355,0.8154892073320326,1,1,1
18013,1016,367,0.8154262841124007,1,1,1
18164,1986,373,0.8155061485389274,1,1,1
18514,1590,378,0.8214271970608188,1,1,1
18538,620,378,0.828860971532206,1,1,1
18555,697,378,0.8172264852145713,1,1,1
18558,1887,378,0.8472461899140876,1,1,1
18561,1680,378,0.8057073714355033,1,1,1
19015,1748,398,0.8932380562866501,1,1,1
19016,988,398,0.8968363353907407,1,1,1
19054,4162,405,0.8534534767421198,1,1,1
19056,4386,405,0.8217982461223077,1,1,1
19057,4210,405,0.8292930014947455,1,1,1
19059,4192,405,0.8173545899457088,1,1,1
19072,4405,405,0.8292930014947455,1,1,1
19084,4374,405,0.8292930014947455,1,1,1
19148,4385,405,0.8143760628379844,1,1,1
19180,3674,401,0.8149828612387564,1,1,1
19258,4369,405,0.8102167307617288,1,1,1
19272,4097,405,0.8119161913571589,1,1,1
19274,4090,405,0.8024065958679669,1,1,1
19281,4484,405,0.8071322686355173,1,1,1
19283,4436,405,0.8040073149760433,1,1,1
19286,4363,405,0.8292932645678945,1,1,1
19287,4368,405,0.8290547031357768,1,1,1
19302,4046,405,0.8117952579345528,1,1,1
19305,4503,405,0.807708810173669,1,1,1
19334,4041,405,0.8167934600443216,1,1,1
19654,3610,421,0.9245265659316173,1,1,1
19786,1657,424,0.8403283977618259,1,1,1
20194,3703,429,0.8155061485389274,1,1,1
20250,1979,430,0.8303689073331302,1,1,1
20503,652,429,0.8155061485389274,1,1,1
20730,4645,444,0.8928772027866235,1,1,1
20748,1152,446,0.8045929786440698,1,1,1
20919,3158,411,0.914594900015999,1,1,1
20962,3656,411,0.9103042497589846,1,1,1
20963,3656,411,0.916924825396524,1,1,1
21300,4205,466,0.8155061485389274,1,1,1
21552,182,469,0.9467956055417258,1,1,1
21717,2032,482,0.9594678974907136,1,1,1
21793,3437,482,0.8388845374206108,1,1,1
21860,1066,482,0.8080061485389274,1,1,1
22007,3424,493,0.8942649859915327,1,1,1
22452,3451,503,0.9348390294147825,1,1,1
22526,4503,511,0.9607421412494384,1,1,1
22527,4097,511,0.9273575759638476,1,1,1
22534,3630,510,0.8545304878572029,1,1,1
22549,3232,510,0.8695304878572028,1,1,1
22552,3212,510,0.8576709224799675,1,1,1
22555,3589,510,0.8180061485389274,1,1,1
22566,1967,510,0.8651464798072379,1,1,1
22571,3582,510,0.8695193465570015,1,1,1
22586,3289,510,0.8045220782378715,1,1,1
22588,3155,510,0.857646479807238,1,1,1
22591,1729,510,0.8045220782378715,1,1,1
22594,3397,510,0.8045220782378715,1,1,1
22604,3302,510,0.8576709224799675,1,1,1
22622,3602,510,0.8045220782378715,1,1,1
22811,4235,516,0.8030100500032,1,1,1
22832,3225,526,0.8506292839864289,1,1,1
22834,3428,526,0.8626292117455994,1,1,1
22835,3098,526,0.8626292117455994,1,1,1
22836,3218,526,0.8020220782378668,1,1,1
22837,3698,526,0.8645193465570009,1,1,1
22840,810,526,0.8720783616555471,1,1,1
22844,1532,526,0.8626292117455997,1,1,1
22852,3213,526,0.8020220782378291,1,1,1
22854,1499,526,0.8280061485389265,1,1,1
22857,3630,526,0.8506292839864287,1,1,1
22858,3209,526,0.8770304878572017,1,1,1
22866,3402,526,0.8531292839864284,1,1,1
22867,1734,526,0.8506292839864278,1,1,1
22869,3232,526,0.8481292839864284,1,1,1
22870,3426,526,0.8742675199130558,1,1,1
22871,2040,526,0.8481292839864278,1,1,1
22874,3584,526,0.8305061485389261,1,1,1
22883,3436,526,0.8506292839864269,1,1,1
22884,3155,526,0.8770304878572007,1,1,1
22887,3302,526,0.8481292839864278,1,1,1
22894,3451,526,0.8155061485389261,1,1,1
22896,3147,526,0.8556292839864238,1,1,1
22897,1669,526,0.848129283986425,1,1,1
22904,3091,526,0.8232117470124708,1,1,1
22906,3617,526,0.8481292839864211,1,1,1
22907,3386,526,0.8481292839864207,1,1,1
22912,3210,526,0.8531292839864232,1,1,1
22921,3234,526,0.8155061485389177,1,1,1
22925,1729,526,0.8481292839864016,1,1,1
22927,1749,526,0.8180061485389161,1,1,1
22928,3475,526,0.8651292117455806,1,1,1
22931,3208,526,0.8770304878571521,1,1,1
22934,1723,526,0.8506292839863694,1,1,1
22937,3582,526,0.8155061485389274,1,1,1
22938,2137,526,0.8481292839859835,1,1,1
23161,518,522,0.8195900344381065,1,1,1
23192,4322,520,0.8121382282996771,1,1,1
23193,4454,520,0.8765792277728339,1,1,1
23198,4476,520,0.8438732681143886,1,1,1
23205,4316,520,0.8101554564518982,1,1,1
23213,4076,520,0.8301399541031977,1,1,1
23225,4207,520,0.8464573454373608,1,1,1
23229,4311,520,0.8363961725330815,1,1,1
23232,4178,520,0.8817658388708522,1,1,1
23233,4386,520,0.8359706609357697,1,1,1
23236,4390,520,0.8768856038501103,1,1,1
23237,4020,520,0.8971527088938462,1,1,1
23238,4333,520,0.9636553962011315,1,1,1
23243,4074,520,0.8700928690959623,1,1,1
23248,4408,520,0.8317619101720044,1,1,1
23250,4141,520,0.8388845371098675,1,1,1
23251,4369,520,0.8109798956216023,1,1,1
23258,4086,520,0.9804825628042131,1,1,1
23262,4168,520,0.9725268393770024,1,1,1
23293,4014,520,0.9122404830718522,1,1,1
23305,4395,520,0.8986744722035642,1,1,1
23310,4501,520,0.8218514912440829,1,1,1
23319,4373,520,0.8082015051252673,1,1,1
23321,4286,520,0.854320457203267,1,1,1
23322,4362,520,0.8578176139090854,1,1,1
23323,4129,520,0.8055475349965908,1,1,1
23330,4160,520,0.8082071396951331,1,1,1
23334,4393,520,0.8337898862972245,1,1,1
23338,4075,520,0.8645905947998787,1,1,1
23349,4381,520,0.9022307809756795,1,1,1
23350,4185,520,0.8208488630243417,1,1,1
23351,4226,520,0.9579924237658948,1,1,1
23354,4186,521,0.9677337506601744,1,1,1
23358,4158,521,0.8234033978775688,1,1,1
23360,3996,521,0.8296066640339398,1,1,1
23366,4210,521,0.9118512612338191,1,1,1
23371,4067,521,0.867082066695131,1,1,1
23378,4454,521,0.8451775244305612,1,1,1
23379,4405,521,0.9604229836755392,1,1,1
23385,4390,521,0.8089128186078237,1,1,1
23387,4151,521,0.906850566896467,1,1,1
23389,4026,521,0.9627066900228258,1,1,1
23393,3987,521,0.968023717527549,1,1,1
23402,4050,521,0.9490996909984237,1,1,1
23404,4400,521,0.88152970106946,1,1,1
23409,4143,521,0.8575299156226144,1,1,1
23410,4076,521,0.8831323521018287,1,1,1
23415,4094,521,0.8662968515702922,1,1,1
23416,4106,521,0.8737737050451004,1,1,1
23420,4082,521,0.8510594381022696,1,1,1
23426,4453,521,0.9671929895094986,1,1,1
23431,4372,521,0.9117195534493282,1,1,1
23438,4218,521,0.8233735844756446,1,1,1
23440,4103,521,0.8475379813337416,1,1,1
23451,4286,521,0.9583204569600636,1,1,1
23453,4014,521,0.867858723972596,1,1,1
23458,4383,521,0.9704161554201658,1,1,1
23474,4046,521,0.8277696061159403,1,1,1
23479,4385,521,0.8504301990695804,1,1,1
23480,4129,521,0.8045847722522712,1,1,1
23488,4081,521,0.8646551974708453,1,1,1
23491,4008,521,0.9633289923830333,1,1,1
23493,4168,521,0.9235096455702235,1,1,1
23512,4106,521,0.8348611226048054,1,1,1
23518,4476,521,0.957463511035381,1,1,1
23522,4096,521,0.8509872585714227,1,1,1
23532,4103,521,0.9523958493256223,1,1,1
23551,4316,521,0.8865617194339642,1,1,1
23557,4465,521,0.9206551428517449,1,1,1
23563,4169,521,0.9198593238707691,1,1,1
23564,4219,521,0.9773572272146724,1,1,1
23586,4072,521,0.9142567675686606,1,1,1
23589,4484,521,0.8423659108557229,1,1,1
23594,4172,521,0.8239942477874636,1,1,1
23598,4163,521,0.9469051654040622,1,1,1
23605,3704,521,0.9664571773155407,1,1,1
